iter	BalancedAccuracy	Logloss
70	0.8272814039	0.3773789089
71	0.8272814039	0.3762651873
72	0.8272814039	0.3754296788
73	0.8272814039	0.3738537982
74	0.8272814039	0.3726022367
75	0.8272814039	0.3716661618
76	0.8272814039	0.3707952849
77	0.8272814039	0.3700227938
78	0.8272814039	0.3688509661
79	0.8272814039	0.3680237017
80	0.8272814039	0.3674681429
81	0.8285937398	0.3667281504
82	0.8285937398	0.3659073465
83	0.8272814039	0.3650224001
84	0.8272814039	0.3645445692
85	0.8285937398	0.3637484019
86	0.8285937398	0.363166928
87	0.8285937398	0.3620366524
88	0.8285937398	0.3616100858
89	0.8285937398	0.3608454054
90	0.8285937398	0.3600638927
91	0.8285937398	0.3590627015
92	0.8285937398	0.3586550434
93	0.8285937398	0.3577323218
94	0.8285937398	0.3572138487
95	0.8312184117	0.3559240434
96	0.8312184117	0.3553599855
97	0.8325307477	0.3548249086
98	0.8312184117	0.3545825944
99	0.8325307477	0.3535073083
100	0.8312184117	0.3529201964
101	0.8312184117	0.3524972888
102	0.8345968634	0.3516244107
103	0.8345968634	0.3513370451
104	0.8345968634	0.350694522
105	0.8359091994	0.3499666691
106	0.8359091994	0.3494427836
107	0.8345968634	0.3486950552
108	0.8359091994	0.3478175756
109	0.8359091994	0.3474885823
110	0.8345968634	0.3468933815
111	0.8359091994	0.3461238788
112	0.8372215353	0.3452410182
113	0.8372215353	0.3443458401
114	0.8372215353	0.3438379642
115	0.8385338713	0.343232195
116	0.8359091994	0.3428075208
117	0.8372215353	0.342045883
118	0.8372215353	0.3417339725
119	0.8385338713	0.3414926197
120	0.8385338713	0.3406518861
121	0.8385338713	0.3400646729
122	0.8385338713	0.3393419781
123	0.8385338713	0.3389560451
124	0.8385338713	0.3385930464
125	0.8385338713	0.3382828485
126	0.8385338713	0.3373170862
127	0.840599987	0.3372173547
128	0.840599987	0.3364374659
129	0.840599987	0.3360116222
130	0.840599987	0.335696482
131	0.840599987	0.3353752302
132	0.840599987	0.3350002571
133	0.840599987	0.3346038176
134	0.840599987	0.3344220434
135	0.840599987	0.3339064531
136	0.840599987	0.3338415562
137	0.840599987	0.3331194493
138	0.840599987	0.3329204019
139	0.840599987	0.3327482227
140	0.840599987	0.3320677915
141	0.840599987	0.3318480744
142	0.840599987	0.3316104396
143	0.840599987	0.3314599963
144	0.840599987	0.3312943145
145	0.840599987	0.330928855
146	0.840599987	0.3304411385
147	0.840599987	0.330259637
148	0.840599987	0.3299841998
149	0.840599987	0.3299066001
150	0.840599987	0.3291806595
151	0.840599987	0.3291516598
152	0.840599987	0.3287580183
153	0.840599987	0.3282665811
154	0.840599987	0.3278758521
155	0.8447322184	0.32744098
156	0.8447322184	0.3273555476
157	0.840599987	0.3266904164
158	0.8419123229	0.3265502326
159	0.8460445543	0.3264200199
160	0.8460445543	0.3262512364
161	0.8460445543	0.3259516429
162	0.8460445543	0.3254836338
163	0.8481106701	0.3249752794
164	0.8481106701	0.3248820953
165	0.8481106701	0.3244757324
166	0.8481106701	0.3242024742
167	0.849423006	0.323676506
168	0.849423006	0.3233022541
169	0.849423006	0.3226029229
170	0.849423006	0.3224296956
171	0.849423006	0.3218801902
172	0.849423006	0.3214982291
173	0.849423006	0.3212464982
174	0.849423006	0.3208421838
175	0.849423006	0.3205883488
176	0.849423006	0.3201146212
177	0.849423006	0.3195287745
178	0.849423006	0.3192912669
179	0.849423006	0.3189396595
180	0.849423006	0.3183731839
181	0.8514891217	0.3177678153
182	0.8514891217	0.3169933018
183	0.8514891217	0.3164314266
184	0.8514891217	0.3157816366
185	0.8514891217	0.3157280375
186	0.8514891217	0.3155783258
187	0.8514891217	0.3152535706
188	0.8514891217	0.3150453414
189	0.8528014577	0.314590534
190	0.8556213531	0.314187556
191	0.8569336891	0.3134502938
192	0.8569336891	0.3131308059
193	0.8569336891	0.3125346423
194	0.8569336891	0.3124139194
195	0.8569336891	0.3119444907
196	0.8569336891	0.3118341376
197	0.8569336891	0.3111356472
198	0.8589998048	0.3101796412
199	0.8589998048	0.3099430671
200	0.8589998048	0.3097894772
201	0.8589998048	0.3096438354
202	0.8589998048	0.3093978173
203	0.8589998048	0.3093249756
204	0.8616244767	0.3089582058
205	0.8616244767	0.3089004764
206	0.8616244767	0.3085913849
207	0.8657567081	0.3080610611
208	0.8657567081	0.3075438751
209	0.8657567081	0.3073970734
210	0.8657567081	0.3073636541
211	0.8657567081	0.3069335063
212	0.8657567081	0.306483558
213	0.8704474957	0.3063404258
214	0.8704474957	0.3062404658
215	0.8704474957	0.3060150068
216	0.8704474957	0.3055329639
217	0.8704474957	0.305190135
218	0.8704474957	0.3046553616
219	0.8704474957	0.3045476884
220	0.8691351598	0.3040937225
221	0.8704474957	0.3038335379
222	0.8704474957	0.3033455311
223	0.8704474957	0.302794191
224	0.8704474957	0.3022609316
225	0.8704474957	0.3021261919
226	0.8725136114	0.3017238737
227	0.8725136114	0.3013795225
228	0.8725136114	0.3012244575
229	0.8725136114	0.3010028343
230	0.8725136114	0.3007299844
231	0.8725136114	0.3004810257
232	0.8725136114	0.3003103019
233	0.8725136114	0.2998440939
234	0.8725136114	0.2994055951
235	0.8725136114	0.2991615034
236	0.8712012755	0.2983968773
237	0.8725136114	0.2980934237
238	0.8725136114	0.2975527421
239	0.8738259474	0.296857991
240	0.8738259474	0.2961646113
241	0.8738259474	0.2958584817
242	0.8738259474	0.2955671295
243	0.8738259474	0.2952310885
244	0.8738259474	0.2949755993
245	0.8738259474	0.2949345795
246	0.8738259474	0.2942149828
247	0.8751382833	0.2940554443
248	0.8738259474	0.2934188066
249	0.8738259474	0.2931036347
250	0.8758920631	0.2925475163
251	0.8758920631	0.2922553958
252	0.8758920631	0.2916194632
253	0.8758920631	0.2908647179
254	0.877204399	0.2906809492
255	0.8792705147	0.2900277547
256	0.877204399	0.2894712264
257	0.8813366304	0.2888741666
258	0.8813366304	0.2887330164
259	0.8813366304	0.2884902503
260	0.8813366304	0.288410961
261	0.8792705147	0.2882525916
262	0.8792705147	0.288054156
263	0.8792705147	0.2875714121
264	0.8792705147	0.2875130704
265	0.8813366304	0.2867703857
266	0.8813366304	0.2866731195
267	0.8813366304	0.286342355
268	0.8813366304	0.285891158
269	0.8813366304	0.2856002012
270	0.8813366304	0.2854305819
271	0.8813366304	0.2851762318
272	0.8813366304	0.2849106876
273	0.8813366304	0.2847965502
274	0.8813366304	0.2844972826
275	0.8813366304	0.2841517464
276	0.8813366304	0.2838776521
277	0.8813366304	0.2836758982
278	0.8813366304	0.2834299858
279	0.8813366304	0.2831192109
280	0.8813366304	0.2826232157
281	0.8813366304	0.2821867432
282	0.8813366304	0.2816673112
283	0.8813366304	0.2813640261
284	0.8813366304	0.2811354542
285	0.8813366304	0.2810435346
286	0.8813366304	0.2809810351
287	0.8813366304	0.280798481
288	0.8813366304	0.2801687632
289	0.8813366304	0.2797368046
290	0.8813366304	0.2794629611
291	0.8813366304	0.2792293318
292	0.8813366304	0.2790773899
293	0.8813366304	0.2788113441
294	0.8834027461	0.2784690422
295	0.8834027461	0.2784047819
296	0.8847150821	0.2781602137
297	0.8847150821	0.2780768945
298	0.8847150821	0.2778232185
299	0.8847150821	0.2775286685
300	0.8847150821	0.2772219252
301	0.8847150821	0.2769573274
302	0.8847150821	0.2764430355
303	0.8847150821	0.2763536577
304	0.8867811978	0.2759082994
305	0.8867811978	0.27587626
306	0.8867811978	0.2756693892
307	0.8867811978	0.2756087682
308	0.8880935338	0.2752302502
309	0.8880935338	0.2744790049
310	0.8880935338	0.274305982
311	0.8880935338	0.2741276138
312	0.8880935338	0.2736605205
313	0.8894058697	0.2731388715
314	0.8894058697	0.2724893291
315	0.8907182057	0.271657047
316	0.8907182057	0.2715035208
317	0.8907182057	0.2713123655
318	0.8907182057	0.2709498634
319	0.8907182057	0.2703580447
320	0.8907182057	0.2696027488
321	0.8920305416	0.2692474488
322	0.8920305416	0.2686138175
323	0.8899644259	0.2683917637
324	0.8899644259	0.2679857339
325	0.8899644259	0.2678548512
326	0.8899644259	0.2671847812
327	0.8899644259	0.2669154412
328	0.8899644259	0.2667468138
329	0.8920305416	0.2664244335
330	0.8940966573	0.2657703366
331	0.8940966573	0.2655532151
332	0.8940966573	0.2649627554
333	0.8940966573	0.2646751395
334	0.8940966573	0.2641144948
335	0.8940966573	0.2640267661
336	0.8920305416	0.2635423075
337	0.8920305416	0.263339774
338	0.8920305416	0.2627784269
339	0.8933428776	0.2623574419
340	0.8933428776	0.2623223454
341	0.8933428776	0.2617856516
342	0.8933428776	0.2614719708
343	0.8933428776	0.2612752733
344	0.8933428776	0.2611337746
345	0.8933428776	0.2607005351
346	0.8933428776	0.2600559801
347	0.8933428776	0.2594657767
348	0.8954089933	0.2588746001
349	0.8954089933	0.2585203323
350	0.8954089933	0.2581999626
351	0.8954089933	0.2580353731
352	0.897475109	0.257408089
353	0.897475109	0.2569668683
354	0.897475109	0.2562206035
355	0.897475109	0.2560436306
356	0.8995412247	0.2555028008
357	0.8995412247	0.2551021677
358	0.8995412247	0.2545097955
359	0.8995412247	0.254226763
360	0.8995412247	0.2539630523
361	0.8995412247	0.2538648901
362	0.8995412247	0.25333075
363	0.8995412247	0.2528631811
364	0.8995412247	0.252522518
365	0.8995412247	0.2519348142
366	0.8995412247	0.2515254082
367	0.8995412247	0.251484704
368	0.8995412247	0.251400636
369	0.9021658966	0.2507500818
370	0.9021658966	0.2507101152
371	0.9021658966	0.2501715118
372	0.9021658966	0.2501167945
373	0.9021658966	0.2496309241
374	0.9008535607	0.2493397877
375	0.9021658966	0.248645061
376	0.9021658966	0.2477040639
377	0.9021658966	0.2475090874
378	0.9042320123	0.2466833267
379	0.9042320123	0.2461342639
380	0.9021658966	0.2455687078
381	0.9042320123	0.2451606513
382	0.9042320123	0.2448667704
383	0.906298128	0.2446470026
384	0.9042320123	0.2442583048
385	0.906298128	0.2440784022
386	0.9083642437	0.2439387912
387	0.9083642437	0.2439215977
388	0.9104303594	0.2435837794
389	0.9083642437	0.2431103079
390	0.9104303594	0.242664311
391	0.9104303594	0.2426309671
392	0.9104303594	0.2422034523
393	0.9104303594	0.2417236111
394	0.9104303594	0.2413910324
395	0.9104303594	0.2411236678
396	0.9104303594	0.2407736289
397	0.9104303594	0.2407088446
398	0.9104303594	0.2403489964
399	0.9104303594	0.2399317627
400	0.9104303594	0.239405562
401	0.9104303594	0.2390869943
402	0.9104303594	0.239048094
403	0.9104303594	0.2388070151
404	0.9104303594	0.2385121023
405	0.9104303594	0.238227446
406	0.9104303594	0.2378108272
407	0.9104303594	0.2375295942
408	0.9104303594	0.2371886661
409	0.9117426954	0.236406162
410	0.9117426954	0.2360640413
411	0.9117426954	0.2357974114
412	0.9117426954	0.2355807906
413	0.9117426954	0.2352623025
414	0.9117426954	0.2351173201
415	0.9117426954	0.2350909209
416	0.9117426954	0.2349789161
417	0.9117426954	0.2349542252
418	0.9117426954	0.2348438182
419	0.9117426954	0.2345456325
420	0.9117426954	0.2345275242
421	0.9117426954	0.2343881413
422	0.9117426954	0.2343598944
423	0.9117426954	0.2340545372
424	0.9117426954	0.2336042587
425	0.9117426954	0.233139404
426	0.9117426954	0.2328966909
427	0.9117426954	0.232537104
428	0.9130550313	0.2318056784
429	0.9130550313	0.2313722607
430	0.9130550313	0.2311007813
431	0.9130550313	0.2306229659
432	0.9130550313	0.2301303166
433	0.915121147	0.2297230475
434	0.915121147	0.2295531348
435	0.915121147	0.229506048
436	0.915121147	0.2294859854
437	0.915121147	0.2291096946
438	0.915121147	0.2287691556
439	0.915121147	0.2287482119
440	0.916433483	0.2283999666
441	0.9184995987	0.2282676058
442	0.9184995987	0.2282104296
443	0.9184995987	0.2278443904
444	0.9184995987	0.2276975667
445	0.9184995987	0.2273417577
446	0.9184995987	0.2273050788
447	0.9184995987	0.2271526053
448	0.9184995987	0.2263989055
449	0.9184995987	0.2262325784
450	0.9184995987	0.2261466798
451	0.9184995987	0.2257865967
452	0.9184995987	0.225590183
453	0.9184995987	0.2254604521
454	0.9184995987	0.2248392737
455	0.9184995987	0.2242762188
456	0.9184995987	0.2240541337
457	0.9184995987	0.2236714161
458	0.9184995987	0.2235410078
459	0.9184995987	0.2232838676
460	0.9184995987	0.2230873335
461	0.9184995987	0.2228742849
462	0.9184995987	0.2228429934
463	0.9184995987	0.2227621389
464	0.9184995987	0.2221326828
465	0.9184995987	0.2220983396
466	0.9205657144	0.2218708079
467	0.9205657144	0.2216321357
468	0.9205657144	0.2214278925
469	0.9205657144	0.2211173165
470	0.9205657144	0.2204986798
471	0.9226318301	0.2198935768
472	0.9226318301	0.2194393871
473	0.9226318301	0.2192197859
474	0.9226318301	0.2192021223
475	0.9226318301	0.2190858913
476	0.9226318301	0.2187291205
477	0.9226318301	0.2186078942
478	0.9226318301	0.2181390683
479	0.9226318301	0.2179158503
480	0.9226318301	0.2178961351
481	0.9226318301	0.2176976465
482	0.9226318301	0.2176200645
483	0.9226318301	0.2176011343
484	0.9226318301	0.2172426467
485	0.9226318301	0.2169767664
486	0.9226318301	0.2166221425
487	0.9226318301	0.2163341849
488	0.9226318301	0.2159645334
489	0.9226318301	0.2159299065
490	0.9246979458	0.2155071094
491	0.9246979458	0.215076548
492	0.9246979458	0.2147151695
493	0.9246979458	0.2144909252
494	0.9246979458	0.2141707542
495	0.9246979458	0.2135939348
496	0.9246979458	0.2135040582
497	0.9267640615	0.2133788827
498	0.9267640615	0.2133419934
499	0.9267640615	0.2128507042
500	0.9267640615	0.2125938925
501	0.9267640615	0.2124726975
502	0.9267640615	0.212289752
503	0.9275178413	0.2117029376
504	0.9275178413	0.2113023597
505	0.9275178413	0.2112802054
506	0.9275178413	0.2109601632
507	0.9275178413	0.2107115044
508	0.9275178413	0.2104352792
509	0.9275178413	0.2098677646
510	0.9275178413	0.2093193532
511	0.9275178413	0.2089553797
512	0.9275178413	0.2085505007
513	0.9275178413	0.2082903209
514	0.9275178413	0.2080014919
515	0.9275178413	0.2075399601
516	0.9275178413	0.2072383747
517	0.9275178413	0.2072230994
518	0.9275178413	0.2071965548
519	0.9275178413	0.2069658824
520	0.9275178413	0.2067065644
521	0.9275178413	0.2064235421
522	0.9275178413	0.2064088859
523	0.9275178413	0.2060886037
524	0.9275178413	0.2056052158
525	0.9275178413	0.2055846284
526	0.9275178413	0.2052489054
527	0.9275178413	0.2051809724
528	0.929583957	0.2048558791
529	0.929583957	0.2047131821
530	0.929583957	0.2044797986
531	0.929583957	0.2042471047
532	0.929583957	0.2042332377
533	0.929583957	0.2041918733
534	0.929583957	0.2040322187
535	0.929583957	0.2040057386
536	0.9316500727	0.2039028557
537	0.9316500727	0.2036990763
538	0.9316500727	0.2032863287
539	0.9316500727	0.2029518849
540	0.9316500727	0.2029147263
541	0.9316500727	0.2028813964
542	0.9316500727	0.2027011973
543	0.9308962929	0.2022110807
544	0.9316500727	0.2019697529
545	0.9316500727	0.2019554496
546	0.9316500727	0.2018936166
547	0.9316500727	0.2015639035
548	0.9316500727	0.2015506344
549	0.9316500727	0.2014416287
550	0.9316500727	0.2014285547
551	0.9316500727	0.2012433635
552	0.9316500727	0.2009640679
553	0.9316500727	0.2004736027
554	0.9316500727	0.2002445103
555	0.9316500727	0.2000158245
556	0.9316500727	0.1997030633
557	0.9316500727	0.1993365855
558	0.9316500727	0.199026297
559	0.9316500727	0.198678334
560	0.9316500727	0.1985906964
561	0.9316500727	0.1983037809
562	0.9329624086	0.197928469
563	0.9329624086	0.1979073775
564	0.9329624086	0.1974529814
565	0.9329624086	0.1970210005
566	0.9329624086	0.1966091752
567	0.9329624086	0.1963127758
568	0.9329624086	0.195903009
569	0.9329624086	0.1954936734
570	0.9329624086	0.1951814639
571	0.9329624086	0.1950338017
572	0.9329624086	0.1948272737
573	0.9329624086	0.1947015278
574	0.9329624086	0.1944581202
575	0.9329624086	0.1940241069
576	0.9329624086	0.1936827705
577	0.9329624086	0.1934020381
578	0.9329624086	0.1928283804
579	0.9329624086	0.1925700515
580	0.9329624086	0.192237168
581	0.9329624086	0.1919972644
582	0.9329624086	0.1918324285
583	0.9329624086	0.1916226452
584	0.9329624086	0.1913703781
585	0.9329624086	0.1911261906
586	0.9329624086	0.1909096861
587	0.9329624086	0.1904704125
588	0.9329624086	0.1903131673
589	0.9329624086	0.1901662025
590	0.9329624086	0.1901106595
591	0.9329624086	0.1900233196
592	0.9329624086	0.1899637383
593	0.9329624086	0.1897805217
594	0.9329624086	0.1894362031
595	0.9329624086	0.1890040891
596	0.9329624086	0.1889518795
597	0.9329624086	0.1889338117
598	0.9329624086	0.1888306561
599	0.9329624086	0.1885704471
600	0.9329624086	0.1885588806
601	0.9342747446	0.1883785655
602	0.9342747446	0.1883592179
603	0.9342747446	0.1879709711
604	0.9342747446	0.1879336339
605	0.9342747446	0.1878757788
606	0.9342747446	0.1875805502
607	0.9342747446	0.1873892957
608	0.9342747446	0.1871012261
609	0.9342747446	0.1867815112
610	0.9363408603	0.1864404975
611	0.9376531962	0.1862920946
612	0.9376531962	0.1862814061
613	0.9376531962	0.1861022207
614	0.9376531962	0.186046864
615	0.9363408603	0.1858893971
616	0.9376531962	0.1857449331
617	0.9376531962	0.1857022341
618	0.9376531962	0.1855925238
619	0.9376531962	0.1855130805
620	0.9376531962	0.1853824001
621	0.9376531962	0.1852231945
622	0.9376531962	0.1850750822
623	0.9376531962	0.1846584666
624	0.9397193119	0.1844303594
625	0.9397193119	0.1842118342
626	0.9397193119	0.1839282993
627	0.9417854276	0.1836350206
628	0.9417854276	0.1836184549
629	0.9417854276	0.1835084405
630	0.9417854276	0.1833830351
631	0.9417854276	0.1833322847
632	0.9417854276	0.1831480726
633	0.9417854276	0.1827513238
634	0.9417854276	0.1827004551
635	0.9417854276	0.1824537177
636	0.9417854276	0.1822979975
637	0.9417854276	0.1822854813
638	0.9417854276	0.1822624151
639	0.9417854276	0.1821993855
640	0.9417854276	0.1820646496
641	0.9417854276	0.1819067214
642	0.9417854276	0.1816583445
643	0.9417854276	0.1813597179
644	0.9417854276	0.1812688998
645	0.9417854276	0.1810381745
646	0.9417854276	0.1808986012
647	0.9417854276	0.1807422406
648	0.9417854276	0.1804509128
649	0.9438515434	0.1801716296
650	0.9438515434	0.1801245074
651	0.9438515434	0.1800752144
652	0.9438515434	0.1800624871
653	0.9438515434	0.1799657655
654	0.9438515434	0.1797117178
655	0.9438515434	0.1794943623
656	0.9438515434	0.1791630642
657	0.9438515434	0.1789795932
658	0.9438515434	0.1784929213
659	0.9438515434	0.1781696474
660	0.9438515434	0.1779765198
661	0.9438515434	0.1779280118
662	0.9438515434	0.1776892992
663	0.9438515434	0.1774205796
664	0.9438515434	0.177255542
665	0.9438515434	0.1771392335
666	0.9438515434	0.177032591
667	0.9438515434	0.1769935457
668	0.9438515434	0.1768842974
669	0.9438515434	0.176727194
670	0.9438515434	0.1763513365
671	0.9438515434	0.17633552
672	0.9438515434	0.1762240912
673	0.9438515434	0.1761800227
674	0.9438515434	0.1760791656
675	0.9438515434	0.1757054868
676	0.9438515434	0.1756612463
677	0.9438515434	0.1756475944
678	0.9438515434	0.1755678383
679	0.9438515434	0.1752769716
680	0.9438515434	0.1748998497
681	0.9438515434	0.1748896213
682	0.9438515434	0.1746844527
683	0.9438515434	0.1746672564
684	0.9459176591	0.1743349519
685	0.9459176591	0.1742002788
686	0.9459176591	0.1741756546
687	0.9459176591	0.1741458074
688	0.9438515434	0.1738591441
689	0.9438515434	0.1736629717
690	0.9438515434	0.1736388197
691	0.9438515434	0.1736183524
692	0.9438515434	0.1735620365
693	0.9459176591	0.1730987273
694	0.9459176591	0.1727793876
695	0.9459176591	0.1725402635
696	0.9459176591	0.1724025527
697	0.9459176591	0.1720139383
698	0.9459176591	0.1718107706
699	0.9459176591	0.1714678613
700	0.9459176591	0.1712224736
701	0.9459176591	0.1710472267
702	0.9459176591	0.1710364565
703	0.9459176591	0.1709021014
704	0.9459176591	0.1707884593
705	0.9459176591	0.1707041603
706	0.9459176591	0.1704210091
707	0.9459176591	0.1701127622
708	0.9459176591	0.1700187928
709	0.9459176591	0.1697832289
710	0.9459176591	0.1697258359
711	0.9459176591	0.1695786837
712	0.9459176591	0.1692407972
713	0.9459176591	0.1690625772
714	0.9459176591	0.1688939802
715	0.9459176591	0.1686543905
716	0.9459176591	0.1685251624
717	0.9459176591	0.1683613577
718	0.9459176591	0.1681787476
719	0.9459176591	0.1679018559
720	0.9459176591	0.1675780388
721	0.9459176591	0.1672962794
722	0.9459176591	0.167245532
723	0.9459176591	0.1671260349
724	0.9459176591	0.1667596255
725	0.9459176591	0.166719817
726	0.9459176591	0.1665721834
727	0.9459176591	0.1665553991
728	0.9459176591	0.1662890116
729	0.9459176591	0.1661655303
730	0.9459176591	0.1661183063
731	0.9459176591	0.1660254199
732	0.9459176591	0.1659081152
733	0.9459176591	0.1657030401
734	0.9459176591	0.1654331213
735	0.9459176591	0.1652975265
736	0.9459176591	0.1652175972
737	0.9459176591	0.1649949318
738	0.9459176591	0.1647792619
739	0.9459176591	0.1647586938
740	0.9459176591	0.1645251382
741	0.9459176591	0.1644924837
742	0.9459176591	0.1642015871
743	0.9459176591	0.1641923516
744	0.9459176591	0.1639866842
745	0.9459176591	0.163912435
746	0.9459176591	0.1638725436
747	0.9459176591	0.1636749107
748	0.9459176591	0.1636653057
749	0.9459176591	0.1636092816
750	0.9459176591	0.1633780383
751	0.9479837748	0.1630713319
752	0.9459176591	0.1628331519
753	0.9459176591	0.1625226317
754	0.9479837748	0.1622809959
755	0.9500498905	0.1622475358
756	0.9500498905	0.1620993016
757	0.9500498905	0.1618667763
758	0.9500498905	0.1618520907
759	0.9500498905	0.1616739938
760	0.9500498905	0.1614614676
761	0.9500498905	0.1612327695
762	0.9500498905	0.1610866203
763	0.9500498905	0.1610696935
764	0.9500498905	0.1606914832
765	0.9500498905	0.160520098
766	0.9500498905	0.1603141703
767	0.9500498905	0.1601574294
768	0.9500498905	0.1600462907
769	0.9500498905	0.1600259538
770	0.9500498905	0.1597835984
771	0.9500498905	0.1596784904
772	0.9500498905	0.1595417735
773	0.9500498905	0.1595147068
774	0.9500498905	0.159185026
775	0.9500498905	0.1589787365
776	0.9500498905	0.1589576257
777	0.9500498905	0.1587724211
778	0.9500498905	0.1587616373
779	0.9500498905	0.1585014768
780	0.9500498905	0.1582488039
781	0.9500498905	0.1580836951
782	0.9500498905	0.1580718485
783	0.9500498905	0.1578889938
784	0.9500498905	0.1578374895
785	0.9500498905	0.1576199485
786	0.9500498905	0.1574033406
787	0.9500498905	0.1572452258
788	0.9500498905	0.157212718
789	0.9500498905	0.1568982168
790	0.9500498905	0.1568915616
791	0.9500498905	0.1566169103
792	0.9500498905	0.1563153195
793	0.9500498905	0.1561074407
794	0.9500498905	0.1560443571
795	0.9500498905	0.1557547225
796	0.9500498905	0.1556619265
797	0.9500498905	0.1553962997
798	0.9500498905	0.1552613285
799	0.9500498905	0.1552328495
800	0.9500498905	0.1548525292
801	0.9500498905	0.1547060185
802	0.9500498905	0.1546636731
803	0.9500498905	0.1546550525
804	0.9500498905	0.1545099758
805	0.9500498905	0.1543835782
806	0.9500498905	0.1543189187
807	0.9500498905	0.1540571306
808	0.9500498905	0.1540124046
809	0.9500498905	0.1540024127
810	0.9500498905	0.153798095
811	0.9500498905	0.1535402809
812	0.9500498905	0.1534238774
813	0.9500498905	0.1530684332
814	0.9500498905	0.152874685
815	0.9500498905	0.1526599482
816	0.9500498905	0.1525073376
817	0.9521160062	0.1522711189
818	0.9521160062	0.1520960448
819	0.9521160062	0.1520304617
820	0.9521160062	0.1520015694
821	0.9500498905	0.1518315731
822	0.9500498905	0.1518032192
823	0.9500498905	0.1516986279
824	0.9500498905	0.1514822648
825	0.9500498905	0.151391789
826	0.9500498905	0.1512119145
827	0.9500498905	0.1511967372
828	0.9500498905	0.1511904568
829	0.9500498905	0.1509722736
830	0.9500498905	0.1507668216
831	0.9500498905	0.1507398513
832	0.9500498905	0.1507119114
833	0.9500498905	0.1504584906
834	0.9500498905	0.15009861
835	0.9500498905	0.1500552395
836	0.9500498905	0.1498880482
837	0.9500498905	0.1496286761
838	0.9500498905	0.1493729782
839	0.9500498905	0.1493668729
840	0.9500498905	0.1493454959
841	0.9500498905	0.1493382856
842	0.9521160062	0.1491662511
843	0.9521160062	0.148916593
844	0.9521160062	0.1487032157
845	0.9521160062	0.1486903268
846	0.9521160062	0.1486667485
847	0.9521160062	0.1486524907
848	0.9534283421	0.148473453
849	0.9534283421	0.1484639917
850	0.9534283421	0.1483121245
851	0.9534283421	0.1481442569
852	0.9534283421	0.1479132723
853	0.9534283421	0.1477745584
854	0.9534283421	0.1475256014
855	0.9534283421	0.1475117322
856	0.9534283421	0.1473070303
857	0.9534283421	0.1472511768
858	0.9534283421	0.1471222909
859	0.9534283421	0.1469649209
860	0.9534283421	0.1468690326
861	0.9534283421	0.1468585686
862	0.9534283421	0.1466157359
863	0.9534283421	0.146231587
864	0.9534283421	0.1460086123
865	0.9534283421	0.1459509113
866	0.9534283421	0.1458340152
867	0.9534283421	0.1457941337
868	0.9534283421	0.1456855951
869	0.9534283421	0.145680232
870	0.9534283421	0.1455943609
871	0.9534283421	0.1452985395
872	0.9534283421	0.1451686012
873	0.9534283421	0.1451487583
874	0.9534283421	0.1449600202
875	0.9534283421	0.1447003106
876	0.9534283421	0.1444739741
877	0.9534283421	0.1444308043
878	0.9534283421	0.1443770758
879	0.9534283421	0.1441765018
880	0.9534283421	0.1441704223
881	0.9534283421	0.1440158067
882	0.9534283421	0.1439449389
